,Unnamed: 0,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
11885,11885,0.424848,4,0.617021,0.066531,0.441684,0.003467,0.422915,0.414912,1
34212,34212,0.880979,7,0.765957,0.034286,0.46147,0.002154,0.421284,0.817105,1
31959,31959,0.875846,2,0.829787,0.030954,0.487206,0.002038,0.491973,0.708333,0
8565,8565,0.026282,5,0.446809,0.09205,0.486611,0.003467,0.422915,0.414912,1
22712,22712,0.456396,6,0.170213,0.025399,0.238024,0.001699,0.302952,0.714474,0
4170,4170,0.013008,4,0.893617,0.041732,0.555489,0.003467,0.422915,0.414912,0
40312,40312,0.898898,1,0.851064,0.087036,0.549241,0.005542,0.469964,0.681579,1
7743,7743,0.022477,2,0.319149,0.087937,0.420411,0.003467,0.422915,0.414912,1
33833,33833,0.880625,6,0.87234,0.040591,0.294258,0.002524,0.248317,0.882018,0
40411,40411,0.898987,3,0.914894,0.05254,0.5482,0.003523,0.514241,0.513596,0
9757,9757,0.027388,2,0.276596,0.086916,0.436031,0.003467,0.422915,0.414912,1
13795,13795,0.429671,2,0.404255,0.108082,0.634037,0.003467,0.422915,0.414912,1
21125,21125,0.451883,1,0.106383,0.033626,0.258256,0.002262,0.322631,0.628509,0
27704,27704,0.473298,5,0.170213,0.015011,0.183279,0.000839,0.204039,0.608772,0
12513,12513,0.425424,3,0.702128,0.194548,0.615739,0.003467,0.422915,0.414912,1
29250,29250,0.86713,2,0.382979,0.046085,0.528117,0.00317,0.345158,0.366228,1
42723,42723,0.907305,3,0.06383,0.091389,0.343499,0.005989,0.453133,0.568421,0
21997,21997,0.455732,5,0.276596,0.036177,0.539125,0.001716,0.443035,0.725439,0
41669,41669,0.903234,2,0.106383,0.044013,0.157542,0.002923,0.313568,0.561404,0
16617,16617,0.43852,5,0.191489,0.050258,0.144154,0.003467,0.422915,0.414912,0
2450,2450,0.005309,4,0.042553,0.086075,0.48914,0.003467,0.422915,0.414912,0
8110,8110,0.022787,2,0.978723,0.096944,0.431419,0.003467,0.422915,0.414912,1
30653,30653,0.871466,3,0.617021,0.047316,0.811961,0.003124,0.614966,0.622807,1
23087,23087,0.456705,6,1.0,0.033505,0.527224,0.002275,0.45883,0.626316,1
38486,38486,0.894164,5,0.808511,0.079891,0.81925,0.005405,0.730709,0.429825,1
29995,29995,0.867793,3,0.914894,0.027741,0.444213,0.000877,0.337131,0.705263,0
18007,18007,0.442857,6,0.148936,0.040981,0.190717,0.002678,0.259969,0.699561,0
2959,2959,0.008849,7,0.659574,0.041582,0.304671,0.003467,0.422915,0.414912,0
37494,37494,0.890182,6,0.12766,0.05272,0.353764,0.003403,0.429052,0.651316,0
26441,26441,0.469006,6,0.87234,0.030263,0.339482,0.002032,0.298291,0.464912,0
30872,30872,0.871687,1,0.170213,0.022637,0.131062,0.000823,0.148628,0.886404,0
8251,8251,0.022919,5,0.914894,0.047076,0.306754,0.003467,0.422915,0.414912,0
40646,40646,0.995575,1,0.808511,0.086976,0.524993,0.005573,0.454946,0.588596,1
6799,6799,0.018495,3,0.659574,0.050618,0.451503,0.003467,0.422915,0.414912,0
33534,33534,0.880359,7,0.638298,0.038669,0.35659,0.002561,0.256603,0.56886,0
30533,30533,0.871377,1,0.106383,0.01291,0.110235,0.000837,0.208441,0.846491,0
2979,2979,0.008893,1,0.06383,0.041492,0.288605,0.003467,0.422915,0.414912,0
17941,17941,0.442768,4,0.787234,0.093641,0.661113,0.006294,0.590627,0.452632,1
38401,38401,0.89412,4,0.021277,0.124445,0.593425,0.00828,0.505697,0.650439,1
43779,43779,0.911331,4,0.06383,0.044854,0.263463,0.002952,0.341015,0.603509,1
16130,16130,0.438078,2,0.042553,0.068032,0.37712,0.003467,0.422915,0.414912,0
41573,41573,0.903146,7,0.106383,0.048727,0.236537,0.003187,0.303729,0.637281,0
31630,31630,0.872351,2,0.978723,0.033626,0.41208,0.001172,0.354221,0.732018,1
36721,36721,0.889474,4,0.021277,0.040771,0.517554,0.002387,0.438115,0.603509,1
31176,31176,0.871953,7,0.510638,0.029933,0.515025,0.00178,0.365614,0.857018,0
27640,27640,0.473209,3,0.851064,0.043053,0.526183,0.002892,0.352149,0.431579,0
22584,22584,0.456263,3,0.510638,0.035817,0.543142,0.002432,0.577162,0.486842,0
24062,24062,0.460688,6,0.297872,0.037108,0.466379,0.002528,0.421025,0.32807,0
35403,35403,0.885182,4,0.574468,0.029182,0.499554,0.002009,0.535474,0.227193,0
31618,31618,0.872351,2,0.723404,0.02657,0.478727,0.001591,0.490937,0.832895,0
12176,12176,0.425114,3,0.680851,0.10475,0.481256,0.003467,0.422915,0.414912,1
11055,11055,0.03168,1,0.319149,0.055242,0.391996,0.003467,0.422915,0.414912,0
1934,1934,0.004823,7,0.297872,0.068362,0.208123,0.003467,0.422915,0.414912,0
4338,4338,0.013185,1,0.382979,0.041732,0.575126,0.003467,0.422915,0.414912,1
28219,28219,0.47374,1,0.914894,0.029122,0.346772,0.001685,0.226567,0.829825,0
13418,13418,0.429317,1,0.553191,0.111084,0.690122,0.003467,0.422915,0.414912,1
5752,5752,0.017521,2,0.851064,0.132731,0.635079,0.003467,0.422915,0.414912,1
25629,25629,0.465201,3,0.957447,0.03936,0.451056,0.002748,0.347488,0.261842,0
23041,23041,0.456705,6,0.021277,0.034016,0.512943,0.002266,0.434749,0.657895,1
11936,11936,0.424893,5,0.680851,0.090939,0.399881,0.003467,0.422915,0.414912,1
42464,42464,0.90704,4,0.680851,0.047676,0.463999,0.003288,0.702486,0.198684,0
23399,23399,0.460068,6,0.489362,0.030353,0.511009,0.002025,0.50492,0.389474,0
25023,25023,0.46467,5,0.319149,0.033656,0.417435,0.002356,0.455722,0.199561,0
11794,11794,0.42476,2,0.723404,0.058394,0.387087,0.003467,0.422915,0.414912,0
21481,21481,0.452192,1,0.531915,0.033205,0.432163,0.002252,0.228897,0.610088,0
33341,33341,0.877129,3,0.617021,0.042002,0.613359,0.002927,0.509839,0.248684,1
39943,39943,0.898589,1,0.148936,0.036478,0.161113,0.002397,0.294666,0.621491,0
24427,24427,0.460997,6,0.914894,0.029242,0.364326,0.002013,0.312273,0.381579,0
34394,34394,0.881156,4,0.553191,0.029482,0.523505,0.002,0.544537,0.48114,0
384,384,0.000354,3,0.0,0.121713,0.486314,0.003467,0.422915,0.414912,0
43330,43330,0.907836,1,0.723404,0.035997,0.313597,0.002418,0.275764,0.510965,0
31777,31777,0.872528,6,0.021277,0.033025,0.334424,0.001435,0.360953,0.857018,0
17380,17380,0.442326,7,0.085106,0.041882,0.148319,0.003467,0.422915,0.414912,0
27001,27001,0.469537,4,0.531915,0.049748,0.523802,0.003295,0.491973,0.474123,1
28495,28495,0.474006,7,0.659574,0.037468,0.422642,0.002536,0.363542,0.628947,1
7731,7731,0.022477,2,0.06383,0.046445,0.309729,0.003467,0.422915,0.414912,0
7242,7242,0.02199,5,0.893617,0.045455,0.344243,0.003467,0.422915,0.414912,0
7339,7339,0.022079,7,0.914894,0.056263,0.24457,0.003467,0.422915,0.414912,0
22218,22218,0.455909,2,0.893617,0.03906,0.602499,0.002713,0.507509,0.525877,0
36665,36665,0.889385,2,0.87234,0.055332,0.535257,0.0036,0.420508,0.68114,1
32303,32303,0.876156,2,1.0,0.028822,0.37355,0.000823,0.288711,0.760526,1
22011,22011,0.455732,5,0.574468,0.033505,0.519935,0.00226,0.617038,0.585965,0
22671,22671,0.456351,5,0.319149,0.037108,0.612318,0.002457,0.617297,0.575877,1
17908,17908,0.442768,4,0.085106,0.056473,0.343796,0.003814,0.37623,0.565351,0
7298,7298,0.022079,7,0.042553,0.045965,0.198899,0.003467,0.422915,0.414912,0
31938,31938,0.875846,2,0.382979,0.035367,0.587325,0.002368,0.545054,0.639035,1
33760,33760,0.880581,5,0.340426,0.03975,0.524993,0.002653,0.510875,0.517544,1
23898,23898,0.460511,2,0.893617,0.025639,0.408509,0.001712,0.45624,0.607456,0
24241,24241,0.460865,3,0.021277,0.034016,0.477685,0.002327,0.363801,0.383772,0
10803,10803,0.031459,3,0.06383,0.05293,0.203511,0.003467,0.422915,0.414912,0
12760,12760,0.425645,1,0.851064,0.074427,0.327581,0.003467,0.422915,0.414912,1
1430,1430,0.004336,3,0.808511,0.043563,0.59283,0.003467,0.422915,0.414912,0
20102,20102,0.447812,7,0.808511,0.047526,0.658137,0.003263,0.449767,0.489912,1
5779,5779,0.017566,3,0.404255,0.121923,0.587771,0.003467,0.422915,0.414912,1
18894,18894,0.446706,3,0.638298,0.072475,0.551324,0.005056,0.534179,0.336842,1
45010,45010,0.912438,1,0.723404,0.043983,0.315977,0.002904,0.309684,0.628947,1
16879,16879,0.438742,3,0.659574,0.061547,0.505653,0.003467,0.422915,0.414912,1
22693,22693,0.456351,5,0.787234,0.060046,0.72404,0.002981,0.636199,0.513596,1
37359,37359,0.890049,3,0.319149,0.045124,0.711693,0.003207,0.696012,0.252193,1
16841,16841,0.438697,2,0.87234,0.051759,0.422642,0.003467,0.422915,0.414912,0
45066,45066,0.912482,2,0.893617,0.045154,0.398691,0.003047,0.365096,0.442544,0
35144,35144,0.898102,6,0.170213,0.0393,0.180006,0.002572,0.315122,0.588596,1
26682,26682,0.469227,4,0.893617,0.035067,0.400625,0.002335,0.298032,0.595614,0
38971,38971,0.894606,1,0.914894,0.084844,0.520827,0.002096,0.441481,0.688158,1
17895,17895,0.442724,3,0.829787,0.111655,0.60726,0.007428,0.526411,0.482895,1
20971,20971,0.451706,4,0.914894,0.033626,0.638947,0.002256,0.495857,0.657456,0
23552,23552,0.460201,2,0.680851,0.034196,0.490033,0.002393,0.510616,0.27193,1
19623,19623,0.44737,4,0.829787,0.069143,0.775811,0.004906,0.578198,0.436404,1
3274,3274,0.009159,7,0.212766,0.041431,0.148616,0.003467,0.422915,0.414912,0
7395,7395,0.022167,2,0.06383,0.045965,0.239512,0.003467,0.422915,0.414912,0
37143,37143,0.889828,5,0.829787,0.076528,0.80006,0.00528,0.68695,0.357018,0
16500,16500,0.438388,2,0.765957,0.087066,0.565457,0.003467,0.422915,0.414912,1
8571,8571,0.026282,5,0.574468,0.081092,0.446891,0.003467,0.422915,0.414912,1
24317,24317,0.460909,4,0.617021,0.069443,0.593127,0.004717,0.437856,0.514035,0
30679,30679,0.87151,4,0.148936,0.022127,0.202172,0.000841,0.261523,0.886404,0
15489,15489,0.434406,2,0.702128,0.048247,0.480809,0.003467,0.422915,0.414912,0
13981,13981,0.429848,6,0.276596,0.074847,0.281613,0.003467,0.422915,0.414912,1
17604,17604,0.442458,4,0.765957,0.142578,0.581672,0.009709,0.648628,0.500526,1
13675,13675,0.429539,6,0.914894,0.074006,0.350491,0.003467,0.422915,0.414912,1
37664,37664,0.890315,2,0.680851,0.028822,0.619161,0.00204,0.597359,0.398246,0
23374,23374,0.460024,5,0.978723,0.030533,0.497025,0.002023,0.471517,0.357895,0
8551,8551,0.026282,5,0.148936,0.046746,0.140583,0.003467,0.422915,0.414912,0
18558,18558,0.443343,3,0.638298,0.040981,0.477685,0.002773,0.507509,0.489474,0
38519,38519,0.894208,6,0.489362,0.073706,0.658881,0.005021,0.745987,0.445175,1
22160,22160,0.455865,1,0.680851,0.028912,0.334573,0.001556,0.227343,0.785526,0
39339,39339,0.898013,2,0.574468,0.080071,0.603243,0.005201,0.612636,0.555702,1
38228,38228,0.893943,7,0.425532,0.085565,0.663195,0.005449,0.517349,0.807456,1
40647,40647,0.995575,1,0.829787,0.086045,0.508777,0.005532,0.449508,0.566228,1
32314,32314,0.8762,3,0.212766,0.0266,0.294704,0.001163,0.301916,0.872807,1
33280,33280,0.877085,2,0.340426,0.03996,0.532133,0.002806,0.479544,0.205702,1
19421,19421,0.447193,7,0.617021,0.045875,0.361797,0.002862,0.389177,0.62193,1
10757,10757,0.031415,2,0.106383,0.068212,0.17108,0.003467,0.422915,0.414912,0
1731,1731,0.004646,3,0.06383,0.07854,0.432907,0.003467,0.422915,0.414912,0
12737,12737,0.425645,1,0.361702,0.085895,0.349301,0.003467,0.422915,0.414912,1
40844,40844,0.876156,5,0.93617,0.069503,0.431717,0.004649,0.353444,0.660965,0
10443,10443,0.031105,2,0.574468,0.074817,0.5241,0.003467,0.422915,0.414912,0
38038,38038,0.893766,3,0.468085,0.073586,0.621095,0.004859,0.614448,0.435088,1
38166,38166,0.893899,6,0.12766,0.045785,0.353169,0.002898,0.459865,0.732895,0
10287,10287,0.030972,6,0.319149,0.084394,0.376971,0.003467,0.422915,0.414912,1
21432,21432,0.452148,7,0.510638,0.033145,0.481702,0.002279,0.303729,0.472807,0
30310,30310,0.868103,3,0.468085,0.030623,0.589408,0.002005,0.527706,0.498246,0
25180,25180,0.473563,1,0.595745,0.027861,0.280422,0.00187,0.166753,0.620175,1
2616,2616,0.005442,7,0.510638,0.074817,0.386938,0.003467,0.422915,0.414912,1
22145,22145,0.455865,1,0.361702,0.035037,0.504612,0.001248,0.22087,0.72193,0
32679,32679,0.87651,3,0.829787,0.027981,0.46028,0.00178,0.449249,0.67807,0
9691,9691,0.0273,7,0.914894,0.077639,0.291282,0.003467,0.422915,0.414912,1
14312,14312,0.433344,6,0.170213,0.041431,0.096549,0.003467,0.422915,0.414912,0
5687,5687,0.017477,1,0.489362,0.087907,0.517852,0.003467,0.422915,0.414912,1
1307,1307,0.004248,1,0.234043,0.076108,0.226569,0.003467,0.422915,0.414912,1
33291,33291,0.877085,2,0.574468,0.056203,0.58435,0.003988,0.516313,0.170614,1
35626,35626,0.885403,2,0.212766,0.02684,0.181642,0.001629,0.231486,0.832018,0
31168,31168,0.871953,7,0.340426,0.029933,0.464296,0.00193,0.334801,0.802632,0
27024,27024,0.469581,5,0.0,0.031884,0.370872,0.002121,0.314345,0.597807,0
27811,27811,0.473386,7,0.404255,0.044794,0.472925,0.003043,0.365355,0.453947,1
3440,3440,0.009292,3,0.680851,0.096824,0.629575,0.003467,0.422915,0.414912,0
18219,18219,0.443033,3,0.574468,0.075267,0.512645,0.005147,0.545831,0.356579,1
15443,15443,0.434361,1,0.744681,0.051039,0.432609,0.003467,0.422915,0.414912,1
1734,1734,0.004646,3,0.12766,0.077069,0.278935,0.003467,0.422915,0.414912,0
784,784,0.000708,4,0.340426,0.124204,0.58078,0.003467,0.422915,0.414912,1
41164,41164,0.902748,5,0.595745,0.056623,0.470544,0.003808,0.566287,0.357018,0
38286,38286,0.893987,1,0.638298,0.035517,0.357632,0.001776,0.331176,0.838158,0
28069,28069,0.473607,5,0.787234,0.027561,0.42532,0.001884,0.54609,0.30614,0
12102,12102,0.42507,2,0.12766,0.055242,0.121095,0.003467,0.422915,0.414912,0
10144,10144,0.030839,3,0.340426,0.119491,0.561738,0.003467,0.422915,0.414912,1
29442,29442,0.867307,6,0.382979,0.050168,0.526331,0.003361,0.478767,0.479386,1
18765,18765,0.44352,7,0.957447,0.043803,0.479619,0.002833,0.353185,0.684211,0
508,508,0.000442,5,0.595745,0.045214,0.469057,0.003467,0.422915,0.414912,0
7411,7411,0.022167,2,0.404255,0.084965,0.508182,0.003467,0.422915,0.414912,1
12320,12320,0.425247,6,0.680851,0.074727,0.295299,0.003467,0.422915,0.414912,1
41089,41089,0.902703,4,0.021277,0.075808,0.469354,0.005017,0.479803,0.608772,0
4364,4364,0.013185,1,0.93617,0.041732,0.519042,0.003467,0.422915,0.414912,0
32309,32309,0.8762,3,0.106383,0.018914,0.137608,0.000764,0.233299,0.848246,0
36613,36613,0.889341,1,0.787234,0.048097,0.589408,0.002723,0.473848,0.628947,1
28203,28203,0.47374,1,0.574468,0.029933,0.34945,0.001685,0.249353,0.746491,0
27023,27023,0.469537,4,1.0,0.041462,0.401369,0.00275,0.339461,0.585088,1
36203,36203,0.995443,7,0.234043,0.027951,0.202618,0.000893,0.225531,0.838158,0
5179,5179,0.013937,4,0.914894,0.045485,0.567242,0.003467,0.422915,0.414912,0
34735,34735,0.881465,4,0.659574,0.028101,0.477388,0.001973,0.591403,0.330702,0
26732,26732,0.469271,5,0.93617,0.046325,0.450759,0.003049,0.265665,0.605702,0
20042,20042,0.447768,6,0.553191,0.046295,0.592532,0.003216,0.571983,0.283333,1
29320,29320,0.867174,3,0.851064,0.031194,0.355103,0.002148,0.260487,0.400877,0
14967,14967,0.433919,5,0.829787,0.045785,0.404641,0.003467,0.422915,0.414912,0
16155,16155,0.438078,2,0.574468,0.064489,0.474115,0.003467,0.422915,0.414912,0
16556,16556,0.438432,3,0.93617,0.058244,0.416394,0.003467,0.422915,0.414912,0
21939,21939,0.455688,4,0.06383,0.036328,0.476793,0.002503,0.464785,0.589474,0
35023,35023,0.884828,3,0.659574,0.030893,0.567242,0.002117,0.539358,0.426316,0
20277,20277,0.451086,4,0.446809,0.059565,0.648021,0.003953,0.685914,0.332895,1
28933,28933,0.474404,2,0.787234,0.030113,0.348408,0.002079,0.232263,0.488596,0
9264,9264,0.026946,6,0.0,0.082833,0.353317,0.003467,0.422915,0.414912,0
13890,13890,0.42976,4,0.382979,0.081272,0.592532,0.003467,0.422915,0.414912,1
8445,8445,0.023096,2,0.957447,0.101567,0.408956,0.003467,0.422915,0.414912,1
40829,40829,0.876156,5,0.617021,0.074577,0.451503,0.005056,0.58726,0.374561,1
37763,37763,0.8935,4,0.744681,0.17104,0.924576,0.011352,0.787675,0.423684,1
12156,12156,0.425114,3,0.255319,0.058394,0.297233,0.003467,0.422915,0.414912,0
5513,5513,0.014247,4,0.87234,0.040591,0.583457,0.003467,0.422915,0.414912,0
36723,36723,0.889474,4,0.06383,0.046115,0.434097,0.002719,0.484982,0.534211,1
28198,28198,0.47374,1,0.468085,0.050588,0.411187,0.002212,0.270585,0.728947,1
40992,40992,0.902615,2,0.0,0.087096,0.33978,0.005864,0.373382,0.494298,1
13858,13858,0.429715,3,0.723404,0.066891,0.551622,0.003467,0.422915,0.414912,0
12514,12514,0.425424,3,0.723404,0.149664,0.570961,0.003467,0.422915,0.414912,1
44349,44349,0.911818,1,0.957447,0.042873,0.32654,0.002769,0.240031,0.720175,1
41782,41782,0.903323,4,0.468085,0.085205,0.51324,0.005663,0.584412,0.474123,1
7082,7082,0.021857,2,0.553191,0.087997,0.475454,0.003467,0.422915,0.414912,1
29066,29066,0.866953,5,0.553191,0.031494,0.355549,0.002115,0.277576,0.691228,0
6506,6506,0.018229,4,0.553191,0.046866,0.510414,0.003467,0.422915,0.414912,0
44673,44673,0.912128,1,0.702128,0.043473,0.302142,0.002877,0.280943,0.609211,1
28725,28725,0.474227,5,0.446809,0.027951,0.252306,0.001861,0.127136,0.810088,1
42306,42306,0.906907,1,0.382979,0.030984,0.317316,0.002173,0.204557,0.584211,0
35197,35197,0.902526,7,0.276596,0.031824,0.262868,0.002056,0.280166,0.673684,0
19989,19989,0.447724,5,0.446809,0.045995,0.719726,0.003459,0.647333,0.297807,0
30078,30078,0.867882,5,0.638298,0.034947,0.665278,0.002243,0.787934,0.461842,1
1289,1289,0.004203,7,0.87234,0.044134,0.447932,0.003467,0.422915,0.414912,0
29025,29025,0.474492,4,0.702128,0.046746,0.422791,0.003195,0.368203,0.341667,1
13509,13509,0.429406,3,0.446809,0.084544,0.55058,0.003467,0.422915,0.414912,1
41364,41364,0.902925,2,0.765957,0.113907,0.644749,0.007634,0.663128,0.359649,1
20880,20880,0.451661,3,0.0,0.038789,0.581375,0.002559,0.470223,0.666667,0
7497,7497,0.022256,4,0.191489,0.040351,0.119012,0.003467,0.422915,0.414912,0
7681,7681,0.022433,1,0.021277,0.047526,0.249777,0.003467,0.422915,0.414912,0
16844,16844,0.438697,2,0.93617,0.051759,0.423535,0.003467,0.422915,0.414912,0
26446,26446,0.469006,6,0.978723,0.051759,0.414758,0.003415,0.334542,0.5,1
25051,25051,0.46467,5,0.914894,0.031434,0.348408,0.002192,0.34231,0.339474,0
39228,39228,0.897925,7,0.255319,0.031674,0.313002,0.002056,0.291041,0.685088,0
16733,16733,0.438609,7,0.617021,0.050198,0.263017,0.003467,0.422915,0.414912,0
13907,13907,0.42976,4,0.744681,0.063859,0.580036,0.003467,0.422915,0.414912,0
15075,15075,0.434052,1,0.06383,0.043383,0.144154,0.003467,0.422915,0.414912,0
39068,39068,0.894695,3,0.93617,0.148493,0.690122,0.009898,0.539099,0.652193,1
23091,23091,0.45675,7,0.06383,0.030353,0.406427,0.002036,0.412481,0.632456,0
34746,34746,0.881465,4,0.893617,0.027141,0.423981,0.001851,0.490419,0.516228,0
13609,13609,0.429494,5,0.531915,0.080551,0.559209,0.003467,0.422915,0.414912,1
7840,7840,0.022565,4,0.340426,0.081542,0.464296,0.003467,0.422915,0.414912,1
6290,6290,0.018052,7,0.042553,0.066951,0.278786,0.003467,0.422915,0.414912,0
12478,12478,0.425379,2,0.978723,0.080791,0.422345,0.003467,0.422915,0.414912,0
41017,41017,0.902615,2,0.531915,0.089678,0.486165,0.00608,0.559296,0.26886,1
16760,16760,0.438653,1,0.170213,0.045485,0.10964,0.003467,0.422915,0.414912,0
31348,31348,0.87213,4,0.085106,0.022547,0.14817,0.000839,0.309166,0.798246,0
15690,15690,0.434583,6,0.893617,0.047526,0.270753,0.003467,0.422915,0.414912,1
20526,20526,0.451307,2,0.638298,0.040741,0.5,0.002667,0.493786,0.582018,1
34053,34053,0.880846,4,0.446809,0.029332,0.496281,0.001911,0.503625,0.642544,1
1594,1594,0.004513,7,0.212766,0.058514,0.114996,0.003467,0.422915,0.414912,0
3849,3849,0.00969,5,0.191489,0.059625,0.216007,0.003467,0.422915,0.414912,0
22296,22296,0.455998,4,0.510638,0.037619,0.554448,0.00258,0.586225,0.372807,0
22476,22476,0.456175,1,0.255319,0.017924,0.159774,0.001111,0.140601,0.883772,0
21048,21048,0.451794,6,0.510638,0.033626,0.619458,0.002239,0.596064,0.489474,0
25606,25606,0.465201,3,0.468085,0.069923,0.490479,0.004842,0.519938,0.200877,1
5642,5642,0.017433,7,0.553191,0.083614,0.381732,0.003467,0.422915,0.414912,0
27470,27470,0.469979,7,0.297872,0.033175,0.356739,0.002279,0.267737,0.495614,1
6192,6192,0.017964,5,0.0,0.082593,0.492711,0.003467,0.422915,0.414912,1
11268,11268,0.031857,5,0.765957,0.056923,0.237727,0.003467,0.422915,0.414912,1
26950,26950,0.469493,3,0.468085,0.042602,0.501339,0.002842,0.477991,0.455263,1
15798,15798,0.437768,2,0.12766,0.044314,0.095656,0.003467,0.422915,0.414912,0
33114,33114,0.876908,5,0.893617,0.028732,0.413419,0.001903,0.338167,0.630702,0
31732,31732,0.872484,5,0.085106,0.038609,0.193097,0.001068,0.318229,0.703509,0
23588,23588,0.460245,3,0.425532,0.10484,0.551622,0.007175,0.556965,0.265789,1
21691,21691,0.452369,5,0.914894,0.037018,0.602797,0.002528,0.483946,0.505263,0
568,568,0.000487,6,0.851064,0.084364,0.400922,0.003467,0.422915,0.414912,1
10074,10074,0.030751,1,0.893617,0.098475,0.402261,0.003467,0.422915,0.414912,1
23082,23082,0.456705,6,0.893617,0.030353,0.479917,0.002009,0.404972,0.719298,0
18616,18616,0.443387,4,0.851064,0.044884,0.522464,0.003022,0.495857,0.545614,0
25865,25865,0.465422,1,0.87234,0.027711,0.308093,0.001859,0.25971,0.64386,1
31199,31199,0.871953,7,1.0,0.031254,0.302886,0.002048,0.318488,0.779386,0
39041,39041,0.894695,3,0.361702,0.088387,0.671973,0.005926,0.73304,0.314035,1
31627,31627,0.872351,2,0.914894,0.028462,0.390806,0.000866,0.291559,0.767105,0
25359,25359,0.491261,5,0.319149,0.033085,0.436477,0.00259,0.450285,0.283333,0
42118,42118,0.903633,4,0.468085,0.089348,0.578251,0.005783,0.44899,0.629386,1
1329,1329,0.004248,1,0.702128,0.107302,0.539423,0.003467,0.422915,0.414912,1
10515,10515,0.031193,4,0.06383,0.053321,0.205445,0.003467,0.422915,0.414912,0
946,946,0.000841,7,0.723404,0.156989,0.430824,0.003467,0.422915,0.414912,1
13153,13153,0.429096,3,0.021277,0.056593,0.285332,0.003467,0.422915,0.414912,0
30974,30974,0.871776,3,0.297872,0.02618,0.47471,0.001685,0.534956,0.700439,0
19197,19197,0.446971,2,0.957447,0.041642,0.493752,0.002538,0.288193,0.765789,0
